PatternCode,Age_AVG,Age_STDEV,Total,Gender_Mp,Gender_Fp,Gender_M,Gender_F,NeuroICU,CardiacICU,MedICU,MedSurgICU,TransplantICU,NonICU
1497,64,19.01,9,0.333,0.667,3,6,0,5,0,4,0,0
1498,64.19,10.99,26,0.654,0.346,17,9,1,9,0,14,1,1
1499,60.25,19.03,8,0.5,0.5,4,4,0,3,0,5,0,0
1500,62.86,16.01,14,0.571,0.429,8,6,0,7,0,5,1,1
1501,58.31,17.22,16,0.813,0.188,13,3,0,5,0,6,4,1
1502,58.49,15.86,45,0.622,0.378,28,17,6,19,0,16,1,3
1503,53.06,17.25,16,0.813,0.188,13,3,0,3,0,11,1,1
1505,59.43,16.42,23,0.696,0.304,16,7,0,11,0,8,1,3
1506,53,17.66,6,0.833,0.167,5,1,0,4,0,1,1,0
1507,61.78,15.97,59,0.593,0.407,35,24,7,22,0,25,1,4
1508,64.31,18.3,16,0.813,0.188,13,3,1,5,0,7,2,1
1509,56.74,16.98,23,0.609,0.391,14,9,1,9,0,10,1,2
1510,60.92,16.8,26,0.808,0.192,21,5,3,9,0,10,2,2
1512,63.71,16.49,28,0.571,0.429,16,12,5,9,0,12,0,2
1513,61.8,17.09,10,0.9,0.1,9,1,0,5,0,3,1,1
1515,55.8,13.47,20,0.65,0.35,13,7,0,9,0,6,4,1
1516,62.25,9.33,16,0.625,0.375,10,6,1,2,0,8,2,3
1518,67.4,9.38,10,0.6,0.4,6,4,1,6,0,3,0,0
1519,62.07,13.69,30,0.633,0.367,19,11,0,11,0,13,4,2
1520,57,17.3,12,0.917,0.083,11,1,0,5,0,6,1,0
1521,68.63,11.62,19,0.526,0.474,10,9,1,8,0,9,1,0
1522,62.95,12.94,21,0.762,0.238,16,5,0,9,0,9,2,1
1523,60,15.63,12,0.75,0.25,9,3,1,6,0,4,1,0
1524,61.52,17.58,27,0.704,0.296,19,8,6,8,0,11,0,2
1525,62.33,15.85,102,0.569,0.431,58,44,13,38,0,38,3,11
1526,63.73,14.9,26,0.692,0.308,18,8,3,8,0,8,3,4
1527,63.14,11.03,21,0.619,0.381,13,8,3,9,0,8,0,1
1528,60.59,17.1,17,0.706,0.294,12,5,5,8,0,2,0,2
1529,60.15,16.15,27,0.63,0.37,17,10,0,9,0,10,6,2
1530,64.74,13.16,23,0.783,0.217,18,5,2,7,0,14,0,0
1531,59,14.91,19,0.421,0.579,8,11,0,5,0,10,2,2
1532,60.38,15.79,16,0.313,0.688,5,11,0,4,0,10,1,1
1533,61.32,15.35,28,0.536,0.464,15,13,2,6,0,17,1,2
1535,66.27,14.3,22,0.818,0.182,18,4,3,10,0,5,3,1
1536,67.88,13.01,17,0.765,0.235,13,4,1,7,0,4,3,2
1540,62.38,15.6,21,0.571,0.429,12,9,1,9,0,11,0,0
1542,66.96,10.26,23,0.783,0.217,18,5,2,8,0,13,0,0
1543,60.09,17.42,53,0.585,0.415,31,22,4,17,0,26,1,5
1545,65,19.21,23,0.565,0.435,13,10,4,10,0,7,0,2
1547,64.97,17.03,30,0.767,0.233,23,7,5,8,0,12,1,4
1548,61.79,15.5,39,0.615,0.385,24,15,1,12,0,15,6,5
1549,62.33,16.47,12,0.833,0.167,10,2,0,6,0,3,2,1
1550,62.74,14.88,46,0.652,0.348,30,16,5,18,0,17,4,2
1552,61.83,14.44,18,0.667,0.333,12,6,5,4,0,6,2,1
1553,59.74,17.13,42,0.595,0.405,25,17,4,14,0,17,2,5
1554,61.43,17.05,28,0.821,0.179,23,5,3,10,0,15,0,0
1555,61.25,13.54,20,0.75,0.25,15,5,1,6,0,10,2,1
1556,66.45,11.5,20,0.75,0.25,15,5,0,7,0,12,1,0
1557,67,10.57,14,0.643,0.357,9,5,1,4,0,7,2,0
1558,56.44,13.01,16,0.813,0.188,13,3,1,3,0,6,4,2
1559,61.77,16.62,26,0.462,0.538,12,14,4,7,0,11,1,3
1560,62.69,12.57,13,0.692,0.308,9,4,0,4,0,7,1,1
1561,63.98,15.41,40,0.7,0.3,28,12,1,14,0,24,0,1
1563,62.82,13.95,17,0.765,0.235,13,4,1,7,0,5,3,1
1564,61.36,16,22,0.727,0.273,16,6,1,7,0,11,1,2
1565,62.63,12.04,19,0.684,0.316,13,6,0,7,0,8,3,1
1566,65.16,11.78,25,0.76,0.24,19,6,4,6,0,15,0,0
1567,64.72,13.34,32,0.75,0.25,24,8,3,9,0,20,0,0
1568,60.43,13.6,35,0.686,0.314,24,11,2,8,0,12,8,5
1570,58.4,16.69,20,0.85,0.15,17,3,1,6,0,12,0,1
1574,59.64,17.73,28,0.75,0.25,21,7,3,7,0,13,2,3
1575,63.28,15.51,50,0.66,0.34,33,17,5,18,0,25,0,2
1576,64.5,17.65,16,0.75,0.25,12,4,2,5,0,5,3,1
1577,61.43,15.85,21,0.619,0.381,13,8,0,7,0,10,2,2
1578,57.19,16.98,32,0.625,0.375,20,12,0,10,0,18,3,1
1579,58.71,18.44,34,0.647,0.353,22,12,1,9,0,17,3,4
1581,63.53,15.05,15,0.933,0.067,14,1,0,6,0,7,1,1
1582,66.65,9.54,23,0.739,0.261,17,6,1,8,0,13,1,0
1583,66.58,10.97,12,0.75,0.25,9,3,0,3,0,7,1,1
1584,65.19,11.72,27,0.741,0.259,20,7,2,10,0,12,2,1
1585,62.62,15.32,50,0.6,0.4,30,20,4,22,0,16,4,4
1586,59.63,13.96,19,0.737,0.263,14,5,0,4,0,13,1,1
1587,62.38,13.52,21,0.762,0.238,16,5,1,6,0,10,3,1
1588,59.9,16.41,21,0.714,0.286,15,6,0,11,0,5,2,3
1589,56.85,16.9,26,0.538,0.462,14,12,0,8,0,15,2,1
1592,59.48,14.3,25,0.72,0.28,18,7,0,8,0,17,0,0
1593,62.96,14.15,45,0.556,0.444,25,20,4,17,0,16,5,3
1594,60.92,16.43,13,0.769,0.231,10,3,0,6,0,5,2,0
1595,66.7,6.25,10,0.8,0.2,8,2,0,8,0,2,0,0
1596,62.55,17.91,33,0.667,0.333,22,11,3,13,0,15,0,2
1597,59.72,15.93,81,0.568,0.432,46,35,8,30,0,32,3,8
1598,57.67,18.47,18,0.667,0.333,12,6,1,6,0,8,1,2
1601,60.82,13.84,33,0.636,0.364,21,12,2,8,0,16,5,2
1602,61.57,15.19,21,0.857,0.143,18,3,0,9,0,11,1,0
1604,64.27,11.86,30,0.733,0.267,22,8,2,10,0,14,3,1
1605,65.26,9.61,19,0.684,0.316,13,6,3,7,0,5,2,2
1607,67.74,10.93,23,0.739,0.261,17,6,3,6,0,14,0,0
1608,64.33,16.18,30,0.667,0.333,20,10,4,9,0,10,3,4
1609,65.6,11.16,25,0.68,0.32,17,8,3,8,0,13,0,1
1612,59.55,16.2,65,0.6,0.4,39,26,8,28,0,28,0,2
1613,63.07,19.42,29,0.655,0.345,19,10,7,10,0,6,1,5
1614,59.73,16.77,33,0.758,0.242,25,8,0,11,0,15,4,3
1615,61.42,15.53,43,0.651,0.349,28,15,2,11,0,23,4,3
1616,62.1,15,31,0.613,0.387,19,12,2,14,0,11,1,3
1617,65.21,15.57,58,0.621,0.379,36,22,5,27,0,20,1,5
1618,66.85,10.74,26,0.654,0.346,17,9,2,8,0,16,0,0
1619,61,15.83,44,0.682,0.318,30,14,2,12,0,22,4,4
1620,68.74,10.49,19,0.684,0.316,13,6,3,8,0,8,0,0
1621,62.29,19.33,17,0.588,0.412,10,7,1,4,0,12,0,0
1622,57.83,19.16,6,0.5,0.5,3,3,0,1,0,4,1,0
1623,65.72,15.68,54,0.593,0.407,32,22,11,16,0,20,4,3
1624,58.21,16.69,34,0.559,0.441,19,15,2,14,0,16,0,2
1627,61.78,16.06,9,0.444,0.556,4,5,0,5,0,4,0,0
1628,61.81,14.92,36,0.5,0.5,18,18,3,15,0,9,5,4
1629,62.37,18.85,19,0.579,0.421,11,8,2,10,0,4,1,2
1630,61.69,15.01,26,0.808,0.192,21,5,1,10,0,9,4,2
1631,65.31,17.25,55,0.564,0.436,31,24,8,23,0,19,2,4
1632,65.21,15.69,73,0.616,0.384,45,28,13,29,0,23,1,8
1633,62.58,14.85,26,0.769,0.231,20,6,1,8,0,10,4,3
1634,63.36,16.49,22,0.591,0.409,13,9,0,6,0,13,1,2
1635,63.55,17.31,47,0.532,0.468,25,22,3,15,0,20,4,5
1636,60.06,17.72,16,0.875,0.125,14,2,2,4,0,10,0,0
1637,61.03,16.55,29,0.69,0.31,20,9,2,10,0,17,0,0
1638,67.12,14.47,25,0.64,0.36,16,9,2,10,0,9,3,1
1639,61.16,17.45,25,0.6,0.4,15,10,1,7,0,16,1,0
1640,66.25,9.22,36,0.444,0.556,16,20,2,13,0,17,3,1
1642,63,13.63,25,0.72,0.28,18,7,2,9,0,7,5,2
1643,65.6,6.76,15,0.8,0.2,12,3,0,10,0,4,0,1
1644,62,14.65,22,0.727,0.273,16,6,1,7,0,12,1,1
1645,64.27,13.59,30,0.767,0.233,23,7,2,9,0,17,1,1
1646,52.64,14.35,14,0.714,0.286,10,4,0,4,0,4,4,2
1647,67.89,11.41,19,0.684,0.316,13,6,0,8,0,10,1,0
1648,61.45,19.39,22,0.727,0.273,16,6,2,10,0,10,0,0
1649,60.08,21.01,12,0.833,0.167,10,2,1,7,0,3,0,1
1651,65.95,18.42,22,0.5,0.5,11,11,1,7,0,12,0,2
1652,59.2,19.6,15,0.6,0.4,9,6,1,6,0,8,0,0
1654,58.06,16.76,16,0.438,0.563,7,9,0,2,0,11,1,2
1655,62.56,14.81,45,0.622,0.378,28,17,5,14,0,17,5,4
1656,62.14,14.79,29,0.69,0.31,20,9,2,15,0,12,0,0
1657,58.44,15.67,16,0.563,0.438,9,7,1,5,0,8,1,1
1660,60.08,16.98,26,0.692,0.308,18,8,1,7,0,12,3,3
1661,64.73,14.72,30,0.733,0.267,22,8,2,9,0,16,0,3
1663,61.92,16.59,25,0.76,0.24,19,6,3,6,0,10,4,2
1664,63.36,13.8,25,0.64,0.36,16,9,0,11,0,7,6,1
1665,57.96,19.3,26,0.5,0.5,13,13,1,10,0,11,1,3
1666,65,11.14,11,0.727,0.273,8,3,1,5,0,4,0,1
1667,63.32,14.32,50,0.56,0.44,28,22,5,19,0,27,0,0
1668,58.73,15.82,30,0.467,0.533,14,16,2,9,0,16,3,0
1669,66.68,15.27,34,0.706,0.294,24,10,5,9,0,14,1,5
1670,55.69,14.93,16,0.75,0.25,12,4,0,5,0,8,1,2
1671,56.62,17.36,13,0.692,0.308,9,4,0,6,0,7,0,0
1674,64.78,15.28,41,0.659,0.341,27,14,3,14,0,18,4,2
1675,54.96,17,23,0.739,0.261,17,6,0,6,0,14,2,1
1676,62.26,15.95,62,0.565,0.435,35,27,5,21,0,37,0,0
1677,57.21,17.76,19,0.789,0.211,15,4,1,7,0,11,0,0
1678,60.52,16.3,48,0.5,0.5,24,24,4,17,0,28,0,0
1679,68,12.52,13,0.615,0.385,8,5,0,4,0,7,1,1
1680,59.26,15.11,31,0.548,0.452,17,14,2,12,0,14,1,2
1681,58.84,16.31,25,0.72,0.28,18,7,0,8,0,13,2,2
1682,61.59,14.66,29,0.69,0.31,20,9,0,13,0,13,2,1
1683,67.39,13.66,18,0.722,0.278,13,5,1,5,0,9,1,2
1684,63.05,14.6,19,0.632,0.368,12,7,1,6,0,11,1,0
1685,59.08,12.53,13,0.692,0.308,9,4,2,4,0,5,0,2
1686,64.04,12.05,27,0.556,0.444,15,12,3,10,0,9,4,1
1687,56.4,16.55,15,0.733,0.267,11,4,2,5,0,5,1,2
1688,57.3,14.47,20,0.6,0.4,12,8,1,7,0,4,7,1
1690,67.11,15.66,35,0.543,0.457,19,16,5,15,0,12,1,2
1691,62.68,15.48,44,0.591,0.409,26,18,4,8,0,24,4,4
1692,67.2,10.02,10,0.5,0.5,5,5,0,5,0,4,1,0
1693,58.88,15.84,16,0.563,0.438,9,7,0,4,0,9,2,1
1694,61.21,16.03,33,0.576,0.424,19,14,4,11,0,15,1,2
1695,58.42,15.79,19,0.579,0.421,11,8,0,10,0,4,5,0
1696,60.45,17.21,47,0.617,0.383,29,18,8,17,0,19,1,2
1697,59.8,15.01,10,0.7,0.3,7,3,0,2,0,7,1,0
1699,62.15,13.26,26,0.654,0.346,17,9,1,8,0,6,7,4
1700,63.62,16.64,45,0.533,0.467,24,21,3,21,0,19,1,2
1702,63.64,17.03,28,0.536,0.464,15,13,4,8,0,14,1,1
1704,64.31,14.97,52,0.519,0.481,27,25,12,18,0,17,1,5
1705,61.84,16.76,45,0.578,0.422,26,19,1,21,0,24,0,0
1706,62.47,10.98,30,0.533,0.467,16,14,1,9,0,12,5,3
1707,62.5,15.35,20,0.85,0.15,17,3,1,7,0,6,4,2
1708,63.46,18.27,13,0.923,0.077,12,1,0,5,0,5,2,1
1709,60.77,15.45,26,0.769,0.231,20,6,0,10,0,10,4,2
1710,60,13.62,16,0.75,0.25,12,4,2,8,0,5,0,1
1711,60.33,13.21,15,0.733,0.267,11,4,2,3,0,6,1,3
1712,60.93,13.05,15,0.667,0.333,10,5,0,3,0,9,2,1
1713,63.17,17.53,24,0.75,0.25,18,6,2,7,0,11,1,3
1714,61.23,15.78,39,0.615,0.385,24,15,3,14,0,21,0,1
1715,57.04,18.58,25,0.64,0.36,16,9,1,11,0,13,0,0
1716,61.67,15.63,21,0.667,0.333,14,7,1,5,0,12,1,2
1718,62.19,13.61,27,0.741,0.259,20,7,0,8,0,18,1,0
1719,65.41,13.66,34,0.706,0.294,24,10,3,15,0,12,2,2
1720,57.29,18.98,14,0.5,0.5,7,7,0,5,0,9,0,0
1722,64.04,14.6,28,0.714,0.286,20,8,3,11,0,11,2,1
1723,60.79,17.15,103,0.602,0.398,62,41,15,29,0,45,6,9
1724,62.67,14.28,21,0.762,0.238,16,5,0,8,0,6,6,1
1725,64.3,16.24,27,0.63,0.37,17,10,4,11,0,10,1,1
1727,59.06,14.69,16,0.625,0.375,10,6,0,9,0,7,0,0
1728,59.12,16.06,34,0.647,0.353,22,12,2,13,0,19,0,0
1729,63.14,13.22,21,0.81,0.19,17,4,2,9,0,7,2,1
1730,63.65,16.01,31,0.677,0.323,21,10,7,11,0,12,1,0
1732,63.32,15.99,66,0.591,0.409,39,27,10,30,0,26,0,1
1733,62.45,7.71,11,0.727,0.273,8,3,1,4,0,5,0,1
1734,60.65,16.73,17,0.765,0.235,13,4,1,6,0,10,0,0
1735,58.55,16.02,11,0.636,0.364,7,4,1,2,0,6,2,0
1736,64.31,13.09,29,0.724,0.276,21,8,4,11,0,8,4,2
1739,67.42,13.13,24,0.708,0.292,17,7,3,12,0,5,3,1
1741,63.96,15.71,47,0.681,0.319,32,15,6,17,0,17,3,4
1743,66.5,12.69,24,0.667,0.333,16,8,1,10,0,9,2,2
1744,59.06,16.86,18,0.611,0.389,11,7,0,14,0,4,0,0
1747,61.64,21.02,11,0.727,0.273,8,3,0,6,0,4,1,0
1748,65.59,13.53,27,0.519,0.481,14,13,1,11,0,12,2,1
1749,58.11,18.53,27,0.667,0.333,18,9,3,7,0,13,0,4
1750,65.76,10.09,17,0.647,0.353,11,6,2,8,0,6,0,1
1751,65.17,20.09,18,0.5,0.5,9,9,3,7,0,5,0,3
1752,64.5,15.88,16,0.375,0.625,6,10,0,5,0,8,1,2
1753,59.83,16.68,47,0.617,0.383,29,18,4,15,0,22,1,6
1754,61.41,15.1,32,0.563,0.438,18,14,4,13,0,10,1,5
1755,59.68,18.63,19,0.737,0.263,14,5,0,7,0,9,1,2
1757,62.13,14.02,15,0.667,0.333,10,5,1,10,0,4,0,0
1758,63.47,14.49,49,0.531,0.469,26,23,2,26,0,19,2,1
1759,65.88,12.56,34,0.471,0.529,16,18,2,16,0,14,1,1
1760,62.74,14.72,27,0.519,0.481,14,13,2,7,0,11,4,3
1761,59.76,20.51,21,0.619,0.381,13,8,1,8,0,8,2,2
1762,60.19,15.06,36,0.583,0.417,21,15,3,15,0,15,0,4
1765,64.57,16.08,23,0.522,0.478,12,11,5,5,0,5,2,6
1766,58.39,15.39,23,0.652,0.348,15,8,0,10,0,5,6,2
1767,60.15,17.56,20,0.6,0.4,12,8,3,6,0,7,1,3
1768,57.21,16.23,28,0.643,0.357,18,10,1,11,0,16,0,0
1769,61.52,16.7,27,0.556,0.444,15,12,1,8,0,10,4,4
1770,60.32,14.49,22,0.773,0.227,17,5,1,7,0,7,4,3
1771,57.67,15.12,21,0.714,0.286,15,6,0,5,0,8,5,3
1772,63.52,15.08,105,0.562,0.438,59,46,14,39,0,40,3,9
1773,64.07,13.15,29,0.586,0.414,17,12,3,15,0,11,0,0
1774,65.03,16.03,34,0.647,0.353,22,12,4,14,0,11,3,2
1775,64.63,10.91,27,0.593,0.407,16,11,4,9,0,10,2,2
1776,62.16,13.37,32,0.594,0.406,19,13,3,9,0,13,3,4
1777,66.06,18.46,17,0.706,0.294,12,5,2,8,0,7,0,0
1779,59.16,16.98,32,0.594,0.406,19,13,3,11,0,12,2,4
1780,59.87,17.95,39,0.615,0.385,24,15,4,16,0,17,0,2
1781,57.71,18.71,7,1,0,7,0,0,3,0,3,1,0
1782,68.47,11.19,17,0.588,0.412,10,7,4,8,0,2,0,3
1783,61.83,13.81,18,0.722,0.278,13,5,2,9,0,5,0,2
1785,55,17.88,23,0.652,0.348,15,8,0,12,0,7,1,3
1786,64.43,13.53,14,0.786,0.214,11,3,1,4,0,9,0,0
1787,60.43,15.14,42,0.571,0.429,24,18,3,14,0,18,3,4
1790,58.78,16.67,55,0.6,0.4,33,22,7,22,0,16,4,6
1791,63.91,15.35,34,0.735,0.265,25,9,4,11,0,16,0,3
1792,61.36,16.37,11,0.636,0.364,7,4,0,5,0,4,2,0
1796,62.6,14.45,42,0.643,0.357,27,15,4,16,0,16,3,3
1797,67.24,10.17,33,0.727,0.273,24,9,4,14,0,13,1,1
1798,64.05,16.55,41,0.683,0.317,28,13,6,19,0,11,1,4
1799,68.73,10.31,11,0.818,0.182,9,2,0,6,0,4,1,0
1800,61.58,12.77,12,0.75,0.25,9,3,0,5,0,4,2,1
1802,58.54,14.6,26,0.615,0.385,16,10,1,4,0,15,2,4
1804,61.54,14.8,28,0.643,0.357,18,10,3,11,0,14,0,0
1805,58.37,14.88,27,0.63,0.37,17,10,2,8,0,11,2,4
1806,59.22,16.55,32,0.625,0.375,20,12,0,15,0,12,4,1
1807,60.2,16.93,20,0.6,0.4,12,8,0,6,0,11,2,1
1808,58.15,18.15,27,0.63,0.37,17,10,1,12,0,10,3,1
1809,64.37,16.48,51,0.608,0.392,31,20,5,25,0,15,4,3
1811,63.06,15.97,31,0.677,0.323,21,10,3,11,0,15,1,1
1813,63.95,15.23,19,0.789,0.211,15,4,0,9,0,6,2,2
1814,62.4,13.27,30,0.6,0.4,18,12,5,10,0,11,2,2
1815,61.69,15.88,13,0.846,0.154,11,2,1,5,0,4,3,0
1816,62.46,10.23,13,0.769,0.231,10,3,0,3,0,8,2,0
1817,61,17.64,36,0.722,0.278,26,10,7,16,0,13,0,0
1818,60.3,15.72,37,0.649,0.351,24,13,5,15,0,13,0,4
1819,60.54,14.56,26,0.615,0.385,16,10,2,9,0,13,1,1
1820,60.25,17.26,16,0.563,0.438,9,7,1,4,0,11,0,0
1821,64.72,12.52,29,0.655,0.345,19,10,2,16,0,8,1,2
1822,70.18,13.3,22,0.455,0.545,10,12,0,10,0,12,0,0
1823,64.17,17.19,46,0.609,0.391,28,18,9,15,0,16,3,3
1824,58.3,17.98,10,0.6,0.4,6,4,2,3,0,3,2,0
1825,60.81,19.12,21,0.619,0.381,13,8,2,11,0,7,1,0
1826,59.75,19.25,20,0.7,0.3,14,6,0,7,0,7,4,2
1827,60.08,11.4,12,0.917,0.083,11,1,0,5,0,4,2,1
1828,64.12,17.21,26,0.692,0.308,18,8,1,13,0,11,0,1
1830,61.33,18.27,6,0.5,0.5,3,3,1,1,0,3,1,0
1831,58.36,15.09,11,0.727,0.273,8,3,0,7,0,3,0,1
1832,61.8,14.17,25,0.64,0.36,16,9,5,11,0,6,2,1
1833,62.23,15.49,30,0.667,0.333,20,10,2,8,0,14,3,3
1834,65.35,12.33,20,0.3,0.7,6,14,0,5,0,12,1,2
1835,64.83,12.66,12,0.583,0.417,7,5,0,5,0,5,1,1
1836,63.77,12.4,26,0.692,0.308,18,8,0,8,0,15,2,1
1837,57.86,15.75,29,0.552,0.448,16,13,1,11,0,12,3,2
1838,53.42,18.48,12,0.5,0.5,6,6,1,5,0,5,0,1
1841,63.41,14.68,27,0.667,0.333,18,9,0,12,0,13,0,2
1843,61.88,14.47,25,0.72,0.28,18,7,0,9,0,13,2,1
1846,65.44,10.85,9,0.889,0.111,8,1,0,4,0,3,1,1
1847,62.51,15.84,35,0.743,0.257,26,9,2,15,0,11,4,3
1848,59.1,15.11,30,0.5,0.5,15,15,2,12,0,11,4,1
1849,64.33,15.14,49,0.592,0.408,29,20,10,24,0,16,0,0
1850,65.62,15.66,21,0.667,0.333,14,7,4,11,0,6,0,0
1851,62.12,16.97,42,0.619,0.381,26,16,4,11,0,28,0,0
1852,65.57,10.46,23,0.739,0.261,17,6,2,7,0,10,3,1
1853,63.91,16.41,23,0.783,0.217,18,5,2,8,0,10,2,1
1854,60.27,15.05,22,0.818,0.182,18,4,3,6,0,12,1,0
1856,63.86,18.31,35,0.571,0.429,20,15,5,15,0,10,2,4
1857,67.72,13.1,25,0.8,0.2,20,5,2,5,0,11,4,3
1858,61.78,15.21,27,0.593,0.407,16,11,1,12,0,12,1,1
1859,65.06,13.9,32,0.688,0.313,22,10,2,14,0,12,2,2
1860,58.6,15.61,20,0.75,0.25,15,5,0,7,0,9,3,1
1861,59.58,17.64,33,0.576,0.424,19,14,3,12,0,13,2,3
1862,70.12,11.34,25,0.4,0.6,10,15,2,7,0,12,3,1
1863,60.14,13.2,14,0.571,0.429,8,6,0,5,0,7,0,2
1865,60.96,17.41,28,0.607,0.393,17,11,2,10,0,13,2,1
1866,64.63,14.65,38,0.632,0.368,24,14,3,12,0,16,4,3
1867,60.26,17.44,27,0.593,0.407,16,11,3,6,0,9,5,4
1869,66.14,14.57,21,0.524,0.476,11,10,0,7,0,13,0,1
1870,63.54,8.52,13,0.769,0.231,10,3,3,3,0,5,0,2
1871,62.38,16.44,29,0.552,0.448,16,13,2,10,0,13,2,2
1872,60.45,16.36,22,0.455,0.545,10,12,1,10,0,4,5,2
1873,63.78,12.68,27,0.741,0.259,20,7,3,11,0,9,3,1
1874,59.47,15.12,30,0.8,0.2,24,6,1,6,0,14,5,4
1875,59.27,16.64,56,0.607,0.393,34,22,7,18,0,24,3,5
1877,68.08,13.38,25,0.76,0.24,19,6,2,5,0,11,4,3
1879,60.33,14.35,27,0.741,0.259,20,7,0,8,0,12,5,2
1880,60.96,18.23,24,0.708,0.292,17,7,3,8,0,11,1,1
1882,64.42,13.81,19,0.579,0.421,11,8,0,6,0,7,3,3
1883,62.68,15.06,38,0.684,0.316,26,12,2,12,0,20,1,3
1884,61.86,15.33,36,0.556,0.444,20,16,5,14,0,10,4,3
1886,65.27,8.67,11,0.909,0.091,10,1,1,2,0,3,3,2
1887,59.85,17.97,20,0.7,0.3,14,6,0,8,0,8,2,2
1888,58,13.7,11,0.727,0.273,8,3,0,3,0,6,0,2
1889,59.42,16.87,19,0.368,0.632,7,12,4,2,0,5,4,4
1890,64.79,16.2,29,0.621,0.379,18,11,4,13,0,10,1,1
1891,64.73,18.01,11,0.636,0.364,7,4,2,5,0,3,0,1
1893,58.69,15.15,16,0.75,0.25,12,4,0,5,0,4,3,4
1894,63.26,14.54,31,0.742,0.258,23,8,4,10,0,12,2,3
1895,64.15,13.85,13,0.538,0.462,7,6,0,5,0,7,0,1
1897,61,15.89,35,0.714,0.286,25,10,0,17,0,16,0,2
1898,63.25,17.54,12,0.917,0.083,11,1,0,5,0,4,3,0
1900,59.32,16.48,28,0.714,0.286,20,8,2,16,0,10,0,0
1901,65.45,13.65,33,0.606,0.394,20,13,0,15,0,14,2,2
1902,58.32,16.7,22,0.682,0.318,15,7,0,7,0,11,1,3
1905,67.18,13.97,33,0.727,0.273,24,9,3,12,0,14,1,3
1906,62.39,16.48,36,0.667,0.333,24,12,6,15,0,9,4,2
1907,64.06,12.51,32,0.594,0.406,19,13,1,14,0,16,1,0
1908,67,11.5,12,0.833,0.167,10,2,0,6,0,4,1,1
1909,64.53,13.5,30,0.567,0.433,17,13,1,14,0,11,2,2
1910,60.18,13.95,11,0.545,0.455,6,5,1,1,0,8,0,1
1911,59.31,17.28,26,0.538,0.462,14,12,1,10,0,15,0,0
1912,62.11,15.39,44,0.568,0.432,25,19,6,15,0,18,2,3
1913,59.86,20.88,14,0.857,0.143,12,2,1,4,0,6,2,1
1914,55.83,12.78,18,0.778,0.222,14,4,1,8,0,5,3,1
1916,62.38,18.24,16,0.688,0.313,11,5,2,6,0,5,1,2
1917,64.38,14.26,69,0.565,0.435,39,30,11,25,0,22,3,8
1919,57.68,17.05,44,0.659,0.341,29,15,3,17,0,24,0,0
1920,64.27,17.23,22,0.682,0.318,15,7,4,8,0,9,1,0
1921,60.71,13.37,14,0.786,0.214,11,3,3,4,0,5,0,2
1922,64.11,12.49,19,0.737,0.263,14,5,0,7,0,6,5,1
1923,59.25,13.57,24,0.583,0.417,14,10,1,7,0,7,6,3
1924,67,13.19,5,0.6,0.4,3,2,1,0,0,3,1,0
1926,62.6,14.62,25,0.72,0.28,18,7,1,15,0,7,0,2
1929,64.91,15.57,22,0.727,0.273,16,6,1,7,0,10,3,1
1930,60.88,16.34,88,0.568,0.432,50,38,8,35,0,36,4,6
1931,65.91,12.7,33,0.697,0.303,23,10,3,10,0,15,3,2
1932,59.88,16.5,34,0.618,0.382,21,13,3,14,0,17,0,0
1933,65.93,12.54,15,0.733,0.267,11,4,0,6,0,7,2,0
1934,58.4,13.17,15,0.733,0.267,11,4,0,7,0,6,2,0
1935,60.64,16.93,14,0.857,0.143,12,2,0,6,0,6,2,0
1936,63.03,20.05,31,0.548,0.452,17,14,5,12,0,10,1,3
1939,52.27,15.13,11,0.545,0.455,6,5,0,5,0,3,2,1
1940,65.1,11.28,10,0.6,0.4,6,4,0,4,0,4,2,0
1941,66.5,9.7,22,0.682,0.318,15,7,2,6,0,12,1,1
1942,61.19,15.78,27,0.704,0.296,19,8,1,8,0,18,0,0
1943,64.04,10.94,24,0.625,0.375,15,9,1,7,0,8,5,3
1944,69.16,10.67,25,0.68,0.32,17,8,0,11,0,9,2,3
1945,62.04,15.36,50,0.54,0.46,27,23,2,20,0,23,2,3
1946,67.15,11.71,26,0.615,0.385,16,10,3,7,0,7,6,3
1947,66.69,8.38,26,0.577,0.423,15,11,1,12,0,10,2,1
1948,62.81,14.97,26,0.654,0.346,17,9,3,8,0,9,3,3
1950,67.8,9.48,10,0.5,0.5,5,5,1,3,0,5,0,1
1951,67.34,11.46,29,0.586,0.414,17,12,3,11,0,11,3,1
1952,62.75,15.71,40,0.6,0.4,24,16,3,11,0,21,3,2
1953,59.18,19.07,33,0.727,0.273,24,9,2,11,0,18,2,0
1955,57.96,15.39,26,0.808,0.192,21,5,0,5,0,13,4,4
1956,61.23,15.61,43,0.535,0.465,23,20,5,13,0,21,2,2
1957,55.87,15.52,23,0.609,0.391,14,9,1,10,0,10,1,1
1961,65.7,12.98,23,0.609,0.391,14,9,2,11,0,9,0,1
1963,67.42,12.62,12,0.833,0.167,10,2,1,4,0,4,3,0
1964,57.21,16.48,24,0.708,0.292,17,7,0,6,0,11,5,2
1966,63.8,12.74,44,0.545,0.455,24,20,1,15,0,19,2,7
1968,61.18,14.78,49,0.633,0.367,31,18,5,18,0,27,0,0
1970,61.91,16.83,33,0.606,0.394,20,13,5,12,0,13,2,1
1972,66.3,10.01,20,0.65,0.35,13,7,1,6,0,8,3,2
