PatternCode,Age_AVG,Age_STDEV,Total,Gender_Mp,Gender_Fp,Gender_M,Gender_F,NeuroICU,CardiacICU,MedICU,MedSurgICU,TransplantICU,NonICU
6426,62.69,12.55,26,0.577,0.423,15,11,1,7,0,11,2,5
6427,55.67,16.73,24,0.792,0.208,19,5,0,10,0,13,0,1
6428,63.11,14.85,65,0.631,0.369,41,24,9,29,0,25,0,3
6431,65.92,10.28,13,0.769,0.231,10,3,2,4,0,7,0,0
6432,59.25,20.13,12,0.75,0.25,9,3,0,4,0,6,1,1
6433,65.23,16.08,22,0.773,0.227,17,5,2,8,0,9,2,1
6435,64.61,13.18,23,0.783,0.217,18,5,2,8,0,13,0,0
6436,58.5,14.12,34,0.588,0.412,20,14,2,8,0,14,5,5
6437,61.76,12.59,21,0.714,0.286,15,6,0,4,0,8,5,4
6440,64.73,14.45,26,0.769,0.231,20,6,2,9,0,11,1,3
6447,67.29,14.81,17,0.765,0.235,13,4,1,5,0,8,2,1
6449,62.25,19.03,8,0.5,0.5,4,4,0,3,0,4,0,1
6452,61.67,14.39,15,0.733,0.267,11,4,0,4,0,8,1,2
6453,62.14,15.16,21,0.81,0.19,17,4,0,10,0,11,0,0
6454,65.13,10.82,23,0.739,0.261,17,6,2,7,0,9,3,2
6455,61.84,15.8,19,0.632,0.368,12,7,1,5,0,13,0,0
6456,63.84,15.01,25,0.72,0.28,18,7,0,9,0,10,3,3
6457,61.85,17.38,20,0.6,0.4,12,8,0,5,0,12,2,1
6459,61.25,13.07,24,0.583,0.417,14,10,2,9,0,7,2,4
6462,66.58,10.46,26,0.692,0.308,18,8,3,7,0,10,4,2
6465,64.79,13.34,19,0.632,0.368,12,7,0,6,0,8,2,3
6470,62.5,10.8,18,0.722,0.278,13,5,1,4,0,4,6,3
6473,61,18.06,17,0.765,0.235,13,4,3,5,0,5,0,4
6476,63.23,15.3,43,0.628,0.372,27,16,4,17,0,18,1,4
6481,61,16.04,15,0.467,0.533,7,8,0,6,0,8,1,0
6483,61,11.28,13,0.692,0.308,9,4,1,3,0,9,0,0
6488,61.05,11.15,20,0.8,0.2,16,4,2,8,0,5,4,1
6490,60.82,16.06,34,0.618,0.382,21,13,1,14,0,18,0,1
6493,65.33,12.3,18,0.722,0.278,13,5,0,9,0,6,2,1
6497,65.6,9.58,15,0.6,0.4,9,6,0,5,0,7,2,1
6498,62.68,13.28,25,0.68,0.32,17,8,3,8,0,14,0,0
6499,68.17,12.47,30,0.7,0.3,21,9,2,11,0,10,2,5
6501,63.05,15.74,37,0.541,0.459,20,17,4,11,0,16,2,4
6503,60.15,12.39,13,0.846,0.154,11,2,0,2,0,8,2,1
6504,66.57,11.16,21,0.81,0.19,17,4,3,5,0,6,3,4
6506,58.72,16.56,18,0.611,0.389,11,7,0,8,0,6,2,2
6508,61.23,14.18,31,0.677,0.323,21,10,3,11,0,9,5,3
6510,67.64,11.77,11,0.727,0.273,8,3,0,5,0,3,3,0
6512,55.05,15.32,19,0.526,0.474,10,9,0,2,0,5,5,7
6513,62.22,15.61,41,0.707,0.293,29,12,2,18,0,17,2,2
6515,62.27,13.56,26,0.538,0.462,14,12,0,12,0,11,1,2
6517,63.52,11.54,33,0.667,0.333,22,11,1,12,0,16,3,1
6518,58.5,18.92,20,0.6,0.4,12,8,1,5,0,9,0,5
6519,64.3,14.28,23,0.739,0.261,17,6,2,8,0,13,0,0
6521,63.15,10.8,20,0.8,0.2,16,4,0,5,0,6,6,3
6522,64,14.52,20,0.8,0.2,16,4,2,9,0,4,1,4
6523,69.7,12.28,10,0.7,0.3,7,3,0,4,0,4,2,0
6525,63,13.62,19,0.737,0.263,14,5,0,5,0,10,2,2
6528,61.55,14.37,11,0.636,0.364,7,4,0,3,0,6,1,1
6529,63.86,17.82,21,0.619,0.381,13,8,4,11,0,5,1,0
6531,55.12,16.81,17,0.588,0.412,10,7,2,3,0,7,2,3
6532,62.95,11.07,21,0.81,0.19,17,4,0,4,0,13,3,1
6533,61.26,11.69,19,0.789,0.211,15,4,0,7,0,8,1,3
6534,64,11.6,14,0.571,0.429,8,6,0,9,0,4,0,1
6537,69.6,8.23,20,0.65,0.35,13,7,0,12,0,5,2,1
6538,69.93,11.06,15,0.6,0.4,9,6,0,5,0,9,1,0
6539,65.26,13.21,34,0.588,0.412,20,14,3,19,0,9,2,1
6540,59.4,16.57,20,0.6,0.4,12,8,0,7,0,11,1,1
6544,65.38,12.62,16,0.813,0.188,13,3,0,8,0,5,2,1
6545,65.9,12.57,40,0.675,0.325,27,13,4,15,0,17,2,2
6548,65.21,14.8,33,0.606,0.394,20,13,0,10,0,15,2,6
6549,58.67,16.88,18,0.556,0.444,10,8,1,5,0,6,2,4
6551,55.4,16.47,15,0.667,0.333,10,5,2,4,0,9,0,0
6552,65.81,15.25,32,0.688,0.313,22,10,4,9,0,12,3,4
6553,69.71,8.49,14,0.857,0.143,12,2,0,6,0,7,1,0
6554,61.28,12.55,25,0.72,0.28,18,7,0,9,0,10,2,4
6556,58.82,11.65,17,0.647,0.353,11,6,0,7,0,5,4,1
6558,60.38,16.09,13,0.538,0.462,7,6,1,1,0,9,1,1
6559,60.58,16.19,24,0.667,0.333,16,8,0,12,0,8,2,2
6561,66.73,12.65,15,0.8,0.2,12,3,0,5,0,7,1,2
6565,62.67,17.23,18,0.556,0.444,10,8,1,9,0,8,0,0
6566,64.41,12.63,17,0.765,0.235,13,4,0,10,0,3,2,2
6567,67.94,11.7,18,0.556,0.444,10,8,1,4,0,12,0,1
6568,62.46,10.23,13,0.769,0.231,10,3,0,3,0,8,2,0
6570,60.1,13.3,30,0.767,0.233,23,7,1,7,0,14,5,3
6573,62.67,17.44,27,0.556,0.444,15,12,3,11,0,10,0,3
6574,61.62,14.05,45,0.711,0.289,32,13,3,11,0,20,6,5
6575,63.9,12.92,31,0.677,0.323,21,10,2,6,0,19,3,1
6579,66.71,14.3,7,0.857,0.143,6,1,0,2,0,4,0,1
6580,64.33,17.14,15,0.867,0.133,13,2,1,5,0,5,3,1
6581,58.63,15.23,24,0.625,0.375,15,9,2,4,0,13,4,1
6582,61.33,15.43,15,0.733,0.267,11,4,1,3,0,8,2,1
6585,63.9,14.02,31,0.581,0.419,18,13,2,12,0,14,2,1
6588,61.59,11.9,22,0.545,0.455,12,10,0,8,0,6,5,3
6590,62.68,15.01,22,0.5,0.5,11,11,0,9,0,13,0,0
6594,60.11,17.08,27,0.704,0.296,19,8,1,5,0,15,3,3
6597,60.1,16.34,21,0.762,0.238,16,5,2,6,0,13,0,0
6598,61.84,15.9,19,0.579,0.421,11,8,1,6,0,10,0,2
6600,61.33,13.41,30,0.767,0.233,23,7,2,6,0,15,5,2
6601,59.26,15.18,27,0.63,0.37,17,10,2,11,0,9,2,3
6602,62.47,10.89,19,0.684,0.316,13,6,2,3,0,4,7,3
6603,60.56,15.14,9,0.778,0.222,7,2,0,1,0,7,0,1
6604,58.37,15.23,19,0.737,0.263,14,5,0,4,0,13,0,2
6607,63.24,14.85,62,0.629,0.371,39,23,6,25,0,32,0,0
6610,64.38,11.6,13,0.615,0.385,8,5,0,8,0,5,0,0
6613,60.56,14.22,18,0.667,0.333,12,6,1,4,0,6,5,2
6615,58.35,15.24,17,0.706,0.294,12,5,0,11,0,5,0,1
6617,63.33,19.94,15,0.667,0.333,10,5,2,3,0,6,3,1
6619,63.44,8.96,9,0.778,0.222,7,2,0,3,0,4,2,0
6620,63.32,15.22,22,0.682,0.318,15,7,0,4,0,11,5,2
6622,63.68,14.99,19,0.737,0.263,14,5,0,8,0,7,1,3
6623,63.41,11.64,22,0.773,0.227,17,5,0,6,0,12,3,1
6624,67.44,9.87,16,0.813,0.188,13,3,1,7,0,4,2,2
6626,63.31,16.41,29,0.621,0.379,18,11,4,11,0,8,3,3
6627,65.1,10.69,10,0.8,0.2,8,2,0,4,0,4,2,0
6629,58.54,13.06,13,0.923,0.077,12,1,1,1,0,6,4,1
6630,64.95,13.35,21,0.714,0.286,15,6,0,10,0,9,2,0
6631,64.69,12.69,16,0.75,0.25,12,4,1,6,0,9,0,0
6632,67.82,10.22,22,0.818,0.182,18,4,3,8,0,6,3,2
6634,64.58,13.96,26,0.538,0.462,14,12,3,6,0,10,3,4
6636,63.92,15.25,24,0.708,0.292,17,7,0,12,0,7,3,2
6637,63.14,13.2,22,0.682,0.318,15,7,0,11,0,8,0,3
6638,58.74,15.23,27,0.778,0.222,21,6,1,4,0,15,5,2
6640,68.14,9.94,22,0.591,0.409,13,9,0,11,0,4,4,3
6641,65.89,11.89,19,0.684,0.316,13,6,6,2,0,8,0,3
6642,69.23,11.84,30,0.733,0.267,22,8,2,12,0,11,3,2
6644,65.21,12.59,24,0.625,0.375,15,9,0,10,0,11,1,2
6645,65.82,11.83,22,0.682,0.318,15,7,0,7,0,8,4,3
6646,64.76,12.62,17,0.588,0.412,10,7,3,2,0,9,0,3
6649,67.52,9.19,23,0.696,0.304,16,7,2,10,0,8,2,1
6651,66.94,12.1,16,0.5,0.5,8,8,0,9,0,7,0,0
6653,65.42,13.2,19,0.579,0.421,11,8,0,8,0,9,1,1
6655,65.8,12.39,40,0.625,0.375,25,15,4,13,0,17,3,3
6656,62.5,11.92,20,0.75,0.25,15,5,1,3,0,9,4,3
6659,66.14,13.04,14,0.643,0.357,9,5,0,9,0,5,0,0
6660,63.3,12.81,20,0.8,0.2,16,4,0,3,0,12,2,3
6661,62.5,14.54,28,0.679,0.321,19,9,2,10,0,9,2,5
6662,66.16,12.19,25,0.64,0.36,16,9,0,6,0,16,1,2
6664,61.61,15.34,41,0.683,0.317,28,13,2,16,0,17,2,4
6667,60.48,17.86,29,0.586,0.414,17,12,5,7,0,12,1,4
6669,69.29,12.02,24,0.667,0.333,16,8,2,9,0,7,2,4
6672,65.93,12.65,15,0.733,0.267,11,4,0,7,0,4,3,1
6673,61.04,17.07,28,0.643,0.357,18,10,5,5,0,15,0,3
6675,59.82,16.23,74,0.622,0.378,46,28,11,25,0,30,4,5
6676,65.15,12.89,26,0.692,0.308,18,8,3,10,0,13,0,0
6678,63.92,14.15,39,0.641,0.359,25,14,4,14,0,21,0,0
6680,57.77,14.94,22,0.727,0.273,16,6,0,4,0,9,5,4
6682,61.44,10.85,18,0.722,0.278,13,5,1,4,0,4,6,3
6683,67.41,8.41,29,0.621,0.379,18,11,1,13,0,12,2,1
6685,66.65,11.68,17,0.706,0.294,12,5,0,4,0,9,3,1
6688,64.05,14.07,20,0.4,0.6,8,12,1,4,0,10,3,2
6689,66.83,12.54,41,0.537,0.463,22,19,0,14,0,19,3,5
6693,68.71,8.05,21,0.667,0.333,14,7,1,10,0,5,3,2
6695,61.92,15.07,13,0.538,0.462,7,6,1,3,0,7,1,1
6696,68.17,10.15,12,0.833,0.167,10,2,0,6,0,5,1,0
6697,66.62,10.59,21,0.667,0.333,14,7,1,7,0,7,3,3
6698,61.59,18.45,17,0.588,0.412,10,7,2,10,0,2,0,3
6700,60.95,17.16,20,0.55,0.45,11,9,1,6,0,11,0,2
6702,62.88,17.4,26,0.654,0.346,17,9,0,9,0,17,0,0
6703,59.73,16.14,26,0.692,0.308,18,8,2,8,0,8,4,4
6706,66.68,11.99,22,0.818,0.182,18,4,3,5,0,9,4,1
6709,66.39,11.74,28,0.643,0.357,18,10,2,6,0,16,2,2
6710,63.93,11.8,15,0.667,0.333,10,5,0,4,0,8,3,0
6714,65.67,12.23,18,0.611,0.389,11,7,0,5,0,11,1,1
6718,65.29,11.71,28,0.75,0.25,21,7,3,5,0,14,4,2
6719,66.12,11.61,25,0.8,0.2,20,5,2,6,0,10,4,3
6720,65.43,11.42,23,0.696,0.304,16,7,0,10,0,6,4,3
6723,59.73,13.64,22,0.773,0.227,17,5,0,2,0,8,7,5
6724,63.85,11.68,13,0.769,0.231,10,3,1,5,0,7,0,0
6727,59.77,16.06,73,0.603,0.397,44,29,6,34,0,28,3,3
6728,60.44,16.84,27,0.704,0.296,19,8,1,9,0,12,2,3
6730,68.3,11.95,23,0.652,0.348,15,8,2,8,0,10,2,1
6731,58.55,13.63,22,0.682,0.318,15,7,1,3,0,6,6,6
6734,66.26,11.77,19,0.474,0.526,9,10,1,7,0,10,1,0
6735,59.75,14.87,20,0.65,0.35,13,7,0,4,0,8,3,5
6736,66.08,10.5,13,0.769,0.231,10,3,0,5,0,5,2,1
6737,62.17,16.68,23,0.609,0.391,14,9,5,5,0,5,3,5
6740,62.53,16.64,47,0.532,0.468,25,22,3,17,0,23,2,2
6741,68.73,10.28,26,0.731,0.269,19,7,3,10,0,8,3,2
6742,63.69,12.49,16,0.688,0.313,11,5,0,9,0,7,0,0
6743,65.86,13.94,28,0.607,0.393,17,11,2,10,0,12,2,2
6745,64.84,10.99,25,0.68,0.32,17,8,1,8,0,7,6,3
6749,66.48,11.97,25,0.76,0.24,19,6,2,6,0,10,4,3
6755,63.24,16.32,33,0.515,0.485,17,16,5,14,0,11,1,2
6756,64.56,13.18,18,0.778,0.222,14,4,2,6,0,9,0,1
6758,61.96,13.92,23,0.652,0.348,15,8,1,3,0,6,8,5
6759,67.23,12.69,13,0.692,0.308,9,4,0,4,0,8,1,0
6760,64.25,17.08,24,0.667,0.333,16,8,3,6,0,8,2,5
6763,65.64,11.47,22,0.455,0.545,10,12,1,7,0,11,2,1
6767,70,7.97,18,0.667,0.333,12,6,1,10,0,4,2,1
6768,62.47,15.26,17,0.647,0.353,11,6,0,7,0,5,3,2
6769,66.22,10.79,18,0.833,0.167,15,3,0,8,0,9,1,0
6771,66.96,12.01,25,0.68,0.32,17,8,2,7,0,13,2,1
6772,64.7,14.05,20,0.8,0.2,16,4,2,8,0,10,0,0
6773,67.31,11.34,26,0.692,0.308,18,8,0,10,0,14,1,1
6774,69.23,10.6,22,0.682,0.318,15,7,0,10,0,7,2,3
6775,61.76,14.07,25,0.68,0.32,17,8,1,5,0,14,3,2
6777,65.5,14.61,38,0.579,0.421,22,16,3,12,0,23,0,0
6778,61.56,13.67,16,0.875,0.125,14,2,1,3,0,9,2,1
6779,61.7,7.41,20,0.8,0.2,16,4,0,5,0,6,7,2
6780,51.21,18.44,14,0.714,0.286,10,4,0,6,0,8,0,0
6781,64.86,13.93,14,0.5,0.5,7,7,0,3,0,10,1,0
6782,66.63,16.83,24,0.75,0.25,18,6,3,9,0,12,0,0
6783,66.52,9.73,23,0.652,0.348,15,8,1,10,0,6,4,2
6784,67.19,13.35,26,0.731,0.269,19,7,3,4,0,9,5,5
6785,65.11,13.76,18,0.667,0.333,12,6,1,10,0,6,1,0
6786,61.18,18.68,28,0.679,0.321,19,9,2,11,0,10,2,3
6787,63.82,13.6,22,0.682,0.318,15,7,1,9,0,9,0,3
6788,61.21,15.23,19,0.789,0.211,15,4,1,2,0,10,4,2
6789,70.32,8.67,19,0.842,0.158,16,3,0,9,0,7,2,1
6790,69.17,10.97,12,0.667,0.333,8,4,0,5,0,7,0,0
6791,63.55,15.78,20,0.65,0.35,13,7,3,9,0,8,0,0
6801,60.07,17.02,28,0.679,0.321,19,9,2,4,0,17,3,2
6802,64.16,13.29,25,0.68,0.32,17,8,0,10,0,9,4,2
6806,62.71,16.07,17,0.824,0.176,14,3,3,8,0,6,0,0
6807,68.93,9.75,28,0.536,0.464,15,13,2,11,0,12,2,1
6808,67.1,11.06,20,0.6,0.4,12,8,0,8,0,10,1,1
6813,67.46,9,13,0.769,0.231,10,3,0,5,0,6,2,0
6815,62.26,14.12,19,0.737,0.263,14,5,1,4,0,6,5,3
6818,61.43,14.74,21,0.81,0.19,17,4,1,3,0,12,3,2
6820,66.83,11.51,23,0.826,0.174,19,4,0,9,0,10,2,2
6823,69.64,9.55,11,0.909,0.091,10,1,0,6,0,4,0,1
6825,61,11.01,26,0.577,0.423,15,11,1,6,0,7,7,5
6827,59.41,14.06,22,0.682,0.318,15,7,1,3,0,7,6,5
6828,63.92,13.93,25,0.88,0.12,22,3,1,9,0,8,4,3
6830,62.37,14.73,27,0.741,0.259,20,7,1,5,0,11,4,6
6831,61.6,16.55,15,0.533,0.467,8,7,0,3,0,8,1,3
6832,61.84,14.89,31,0.774,0.226,24,7,3,11,0,10,3,4
6833,67.32,14.52,25,0.64,0.36,16,9,1,5,0,12,3,4
6834,60.41,17.43,27,0.667,0.333,18,9,2,8,0,12,2,3
6835,61.92,12.13,24,0.833,0.167,20,4,0,4,0,13,4,3
6836,67.62,10.58,26,0.731,0.269,19,7,2,9,0,9,3,3
6838,62.67,14.67,21,0.81,0.19,17,4,2,9,0,10,0,0
6840,61.56,13.99,16,0.688,0.313,11,5,1,7,0,7,1,0
6842,66,13.46,27,0.63,0.37,17,10,1,4,0,15,2,5
6846,70,8.87,20,0.75,0.25,15,5,2,11,0,3,3,1
6849,66.44,9.62,18,0.778,0.222,14,4,1,7,0,5,2,3
6851,69.14,8.89,14,0.643,0.357,9,5,0,7,0,7,0,0
6852,58.13,15.33,24,0.792,0.208,19,5,2,6,0,10,2,4
6853,60.7,16.73,20,0.65,0.35,13,7,0,4,0,12,2,2
6855,62.41,12.95,22,0.682,0.318,15,7,4,8,0,10,0,0
6860,57.43,15.34,14,0.714,0.286,10,4,1,2,0,7,2,2
6862,63.74,14.32,19,0.684,0.316,13,6,0,7,0,10,1,1
6864,69.17,11.54,12,0.75,0.25,9,3,0,5,0,5,1,1
6865,67.74,13.59,27,0.741,0.259,20,7,2,11,0,10,1,3
6867,62.75,11.75,28,0.643,0.357,18,10,1,12,0,13,0,2
6868,63.3,14.39,23,0.652,0.348,15,8,2,6,0,7,5,3
6869,68.88,7.99,17,0.706,0.294,12,5,1,9,0,3,3,1
6870,63.32,15.08,22,0.545,0.455,12,10,0,9,0,11,0,2
6873,61.91,16.61,33,0.515,0.485,17,16,3,10,0,16,2,2
6874,64.32,10.47,28,0.643,0.357,18,10,1,11,0,11,2,3
6875,62.1,16.7,51,0.569,0.431,29,22,8,20,0,23,0,1
6877,66.44,12.37,16,0.625,0.375,10,6,0,5,0,5,3,3
6882,61.63,16.95,19,0.632,0.368,12,7,3,5,0,4,3,4
6885,60.71,14.64,14,0.643,0.357,9,5,0,4,0,5,2,3
6886,65.25,12.01,28,0.75,0.25,21,7,2,7,0,14,3,2
6888,57.74,16.96,19,0.789,0.211,15,4,1,11,0,7,0,0
6889,68.83,10.83,12,0.833,0.167,10,2,2,4,0,6,0,0
6890,59.85,13.5,27,0.741,0.259,20,7,2,5,0,13,5,2
6892,63.35,13.25,20,0.6,0.4,12,8,0,5,0,7,3,5
6893,65,11.14,15,0.6,0.4,9,6,1,9,0,4,0,1
6896,64.35,16.08,20,0.6,0.4,12,8,0,7,0,11,0,2
6897,65.63,12.58,27,0.704,0.296,19,8,2,7,0,13,3,2
6898,67.08,11,25,0.68,0.32,17,8,2,7,0,9,4,3
6899,65.65,13.32,20,0.7,0.3,14,6,0,6,0,7,2,5
6903,62.75,20.44,16,0.688,0.313,11,5,1,8,0,7,0,0
6904,68.85,9.77,20,0.7,0.3,14,6,0,7,0,10,2,1
6912,53.62,15.38,13,0.615,0.385,8,5,1,3,0,5,3,1
6914,67.7,10.24,27,0.667,0.333,18,9,2,8,0,14,1,2
6915,60.58,16.23,71,0.563,0.437,40,31,7,23,0,33,2,6
6917,58.67,19.5,21,0.667,0.333,14,7,3,5,0,8,1,4
6919,55.86,15.1,14,0.571,0.429,8,6,0,3,0,9,0,2
6920,65.24,18.03,33,0.606,0.394,20,13,3,12,0,13,2,3
6922,63.29,9.72,14,0.786,0.214,11,3,0,4,0,8,2,0
6923,63.61,13.77,28,0.714,0.286,20,8,3,7,0,10,6,2
6930,64.69,13.54,29,0.69,0.31,20,9,3,15,0,6,2,3
6934,68.96,10.74,23,0.696,0.304,16,7,2,7,0,8,3,3
6935,60.59,16.14,91,0.626,0.374,57,34,9,37,0,35,5,6
6936,63.25,15.56,20,0.7,0.3,14,6,1,5,0,13,1,0
6937,57.42,17.02,12,0.75,0.25,9,3,0,8,0,3,0,1
6939,61.15,9.91,27,0.815,0.185,22,5,2,8,0,7,6,4
6940,67.59,8.83,27,0.741,0.259,20,7,1,10,0,9,4,3
6941,66.28,13.84,18,0.722,0.278,13,5,1,8,0,4,4,1
6942,68.27,9.97,15,0.8,0.2,12,3,0,7,0,4,3,1
6943,67.71,10.18,24,0.75,0.25,18,6,1,11,0,9,1,2
6945,59.33,21.1,6,0.5,0.5,3,3,0,2,0,4,0,0
6947,61.11,15.86,19,0.579,0.421,11,8,2,5,0,12,0,0
6949,60.83,15.54,24,0.625,0.375,15,9,4,10,0,5,1,4
6950,65.1,11.54,20,0.85,0.15,17,3,1,7,0,6,4,2
6951,67.19,13.52,16,0.813,0.188,13,3,0,7,0,6,1,2
6952,61.96,14.27,24,0.708,0.292,17,7,1,5,0,12,5,1
6953,65.75,11.55,12,0.833,0.167,10,2,0,6,0,4,1,1
6954,65,6.7,12,0.583,0.417,7,5,1,6,0,5,0,0
6955,66.91,10.73,22,0.682,0.318,15,7,1,8,0,8,2,3
6958,64.13,12.13,15,0.667,0.333,10,5,0,7,0,5,1,2
6959,59.79,16.54,34,0.706,0.294,24,10,4,6,0,20,3,1
6962,59.53,12.72,17,0.706,0.294,12,5,0,3,0,6,5,3
6963,63.33,9.47,12,0.583,0.417,7,5,0,5,0,5,2,0
6965,57.09,17.21,11,0.455,0.545,5,6,2,3,0,4,0,2
6966,66.71,11.48,31,0.774,0.226,24,7,3,7,0,14,5,2
6967,62.15,18.8,13,0.846,0.154,11,2,1,3,0,8,0,1
6968,66.1,14.7,21,0.762,0.238,16,5,3,7,0,8,1,2
6970,64.65,14.37,26,0.654,0.346,17,9,4,7,0,9,3,3
6973,70.27,7.69,15,0.867,0.133,13,2,0,10,0,2,2,1
6975,64.63,11.13,19,0.737,0.263,14,5,1,10,0,5,2,1
6977,57.43,15.45,14,0.929,0.071,13,1,0,5,0,7,1,1
6979,63.9,15.62,21,0.619,0.381,13,8,0,5,0,12,2,2
6981,59.19,17.71,26,0.769,0.231,20,6,0,9,0,12,2,3
6982,67.1,11.94,30,0.733,0.267,22,8,3,7,0,13,5,2
6983,63.74,15.04,19,0.737,0.263,14,5,1,6,0,5,4,3
6984,66.43,14.12,28,0.679,0.321,19,9,3,9,0,9,3,4
6985,61.93,12.82,14,0.786,0.214,11,3,1,5,0,5,2,1
6986,58.43,14.45,23,0.609,0.391,14,9,0,11,0,9,2,1
6988,65.93,9.41,15,0.8,0.2,12,3,2,4,0,9,0,0
6989,67.44,18,9,0.778,0.222,7,2,1,5,0,3,0,0
6993,64.39,14.3,31,0.774,0.226,24,7,4,13,0,8,2,4
7000,64.79,8.38,14,0.786,0.214,11,3,0,6,0,5,3,0
7001,61.71,16.21,45,0.689,0.311,31,14,5,17,0,17,3,3
7002,65.33,12.27,12,0.583,0.417,7,5,0,3,0,6,2,1
7003,60.05,16.71,21,0.762,0.238,16,5,0,6,0,9,3,3
7004,60,19.69,21,0.476,0.524,10,11,0,6,0,11,1,3
7007,55.38,17.49,16,0.688,0.313,11,5,0,4,0,6,3,3
7011,62.8,11.76,25,0.8,0.2,20,5,1,5,0,10,6,3
7012,69.94,9.62,16,0.75,0.25,12,4,2,7,0,5,1,1
7014,62.9,11.93,20,0.65,0.35,13,7,1,8,0,7,2,2
7015,59.5,15.8,20,0.7,0.3,14,6,1,9,0,7,0,3
7016,66.3,9.84,10,0.9,0.1,9,1,0,4,0,4,2,0
7018,64.69,15.93,26,0.462,0.538,12,14,2,9,0,14,0,1
7019,64.55,10.46,11,0.818,0.182,9,2,0,5,0,4,2,0
7020,58.28,17.32,18,0.611,0.389,11,7,1,6,0,9,2,0
7021,58.52,19.37,25,0.6,0.4,15,10,0,10,0,9,3,3
7022,67.47,10.79,19,0.632,0.368,12,7,1,6,0,7,3,2
7023,60.63,17.2,27,0.741,0.259,20,7,2,9,0,11,2,3
7024,67.3,11.45,20,0.8,0.2,16,4,3,10,0,5,0,2
7025,68.74,9.53,19,0.684,0.316,13,6,2,9,0,3,4,1
7029,66.14,9.73,14,0.786,0.214,11,3,2,4,0,8,0,0
7031,60.82,16.99,28,0.714,0.286,20,8,4,9,0,11,1,3
7032,62.73,13.48,40,0.625,0.375,25,15,3,15,0,22,0,0
7035,60.14,15.48,21,0.667,0.333,14,7,0,3,0,6,7,5
7037,66.6,10.42,25,0.76,0.24,19,6,4,10,0,3,6,2
7038,60.11,13.08,28,0.75,0.25,21,7,1,6,0,13,5,3
7040,62.55,14.37,20,0.65,0.35,13,7,3,7,0,7,2,1
7043,67.28,12.24,18,0.778,0.222,14,4,3,7,0,8,0,0
7046,62.74,15.66,23,0.522,0.478,12,11,1,12,0,9,0,1
7047,64.81,12.75,21,0.81,0.19,17,4,0,5,0,11,4,1
7050,64.75,10.79,12,0.917,0.083,11,1,0,3,0,4,5,0
7051,66.07,13.2,15,0.8,0.2,12,3,0,7,0,5,1,2
7054,66.33,9.71,18,0.667,0.333,12,6,1,9,0,5,3,0
7055,60.13,14.93,24,0.625,0.375,15,9,1,6,0,5,6,6
7060,66.5,10.74,22,0.682,0.318,15,7,1,12,0,9,0,0
7062,65.1,13.03,30,0.733,0.267,22,8,2,5,0,19,3,1
7064,59.83,14.55,29,0.483,0.517,14,15,4,12,0,8,3,2
7066,62.25,15.86,20,0.75,0.25,15,5,4,7,0,4,4,1
7068,65.7,12.8,23,0.783,0.217,18,5,0,9,0,10,2,2
7069,62.13,13.65,23,0.609,0.391,14,9,1,12,0,9,1,0
7070,63.93,14.22,15,0.6,0.4,9,6,1,9,0,3,0,2
7071,63.04,14.26,24,0.708,0.292,17,7,1,8,0,8,4,3
7073,60.59,13.48,22,0.773,0.227,17,5,1,5,0,8,6,2
7074,67.4,9.56,20,0.7,0.3,14,6,0,7,0,7,4,2
7076,67.53,11.77,15,0.733,0.267,11,4,0,5,0,5,3,2
7077,58.87,15.19,31,0.581,0.419,18,13,3,9,0,15,2,2
7079,63.44,15.44,25,0.64,0.36,16,9,2,10,0,10,2,1
7080,60.64,12.99,14,0.643,0.357,9,5,0,5,0,6,0,3
7081,64.84,13.52,51,0.667,0.333,34,17,2,18,0,24,3,4
7084,64.19,15.71,16,0.625,0.375,10,6,0,10,0,4,2,0
7086,65.13,12.49,8,0.625,0.375,5,3,1,2,0,3,2,0
7087,60.63,17.58,19,0.842,0.158,16,3,2,8,0,7,0,2
7089,64.52,14.44,21,0.667,0.333,14,7,3,9,0,7,2,0
7090,61.21,16.48,29,0.759,0.241,22,7,4,8,0,12,1,4
7092,63,17.33,12,0.917,0.083,11,1,1,5,0,6,0,0
7093,64.54,12.89,24,0.792,0.208,19,5,2,8,0,14,0,0
7094,63.13,16.08,15,0.667,0.333,10,5,3,3,0,8,0,1
7096,62.84,15.66,25,0.8,0.2,20,5,3,6,0,10,4,2
7098,65.05,10.14,20,0.75,0.25,15,5,0,10,0,4,3,3
7099,65.75,11,20,0.75,0.25,15,5,1,12,0,7,0,0
7100,67.13,11.67,15,0.667,0.333,10,5,2,7,0,6,0,0
7102,64.28,10.79,25,0.8,0.2,20,5,1,8,0,9,5,2
7103,65.4,14.01,20,0.85,0.15,17,3,0,9,0,6,3,2
7104,70.53,10.19,19,0.579,0.421,11,8,2,4,0,9,2,2
7105,63.13,10.61,24,0.875,0.125,21,3,1,12,0,6,3,2
7106,65.62,11.57,13,0.692,0.308,9,4,1,6,0,6,0,0
7109,63.74,10.99,19,0.737,0.263,14,5,2,4,0,4,6,3
7111,66.64,12.07,22,0.636,0.364,14,8,3,11,0,5,1,2
7113,67.36,11.42,25,0.48,0.52,12,13,0,12,0,10,0,3
7114,67.57,12.59,28,0.607,0.393,17,11,1,14,0,7,2,4
7115,66,13.08,24,0.833,0.167,20,4,1,9,0,8,3,3
